78 339 0 -0.9
78 339 1 -0.9
78 339 2 -0.9
78 339 3 -0.9
78 339 4 -0.9
78 339 5 -0.9
78 339 6 -0.9
78 339 7 -0.9
78 339 8 -0.9
78 339 9 -0.9
78 339 10 -0.9
78 339 11 -0.9
78 339 12 -1.0
78 339 13 -1.0
78 339 14 -1.0
78 339 15 -1.0
78 339 16 -1.0
78 339 17 -1.0
78 339 18 -1.0
78 339 19 -1.0
78 339 20 -1.0
78 339 21 -1.0
78 339 22 -1.0
78 339 23 -1.0
78 340 0 -1.0
78 340 1 -1.0
78 340 2 -1.0
78 340 3 -1.0
78 340 4 -1.0
78 340 5 -1.0
78 340 6 -1.1
78 340 7 -1.1
78 340 8 -1.1
78 340 9 -1.1
78 340 10 -1.1
78 340 11 -1.1
78 340 12 -1.1
78 340 13 -1.1
78 340 14 -1.1
78 340 15 -1.1
78 340 16 -1.1
78 340 17 -1.1
78 340 18 -1.2
78 340 19 -1.2
78 340 20 -1.2
78 340 21 -1.2
78 340 22 -1.2
78 340 23 -1.2
78 341 0 -1.2
78 341 1 -1.2
78 341 2 -1.2
78 341 3 -1.2
78 341 4 -1.2
78 341 5 -1.2
78 341 6 -1.2
78 341 7 -1.2
78 341 8 -1.2
78 341 9 -1.2
78 341 10 -1.2
78 341 11 -1.2
78 341 12 -1.3
78 341 13 -1.3
78 341 14 -1.3
78 341 15 -1.3
78 341 16 -1.3
78 341 17 -1.3
78 341 18 -1.3
78 341 19 -1.3
78 341 20 -1.3
78 341 21 -1.3
78 341 22 -1.3
78 341 23 -1.3
78 342 0 -1.3
78 342 1 -1.3
78 342 2 -1.3
78 342 3 -1.3
78 342 4 -1.3
78 342 5 -1.3
78 342 6 -1.3
78 342 7 -1.3
78 342 8 -1.3
78 342 9 -1.3
78 342 10 -1.3
78 342 11 -1.3
78 342 12 -1.4
78 342 13 -1.4
78 342 14 -1.4
78 342 15 -1.4
78 342 16 -1.4
78 342 17 -1.4
78 342 18 -1.4
78 342 19 -1.4
78 342 20 -1.4
78 342 21 -1.4
78 342 22 -1.4
78 342 23 -1.4
78 343 0 -1.4
78 343 1 -1.4
78 343 2 -1.4
78 343 3 -1.4
78 343 4 -1.4
78 343 5 -1.4
78 343 6 -1.4
78 343 7 -1.4
78 343 8 -1.4
78 343 9 -1.4
78 343 10 -1.4
78 343 11 -1.4
78 343 12 -1.5
78 343 13 -1.5
78 343 14 -1.5
78 343 15 -1.5
78 343 16 -1.5
78 343 17 -1.5
78 343 18 -1.5
78 343 19 -1.5
78 343 20 -1.5
78 343 21 -1.5
78 343 22 -1.5
78 343 23 -1.5
78 344 0 -1.5
78 344 1 -1.5
78 344 2 -1.5
78 344 3 -1.5
78 344 4 -1.5
78 344 5 -1.5
78 344 6 -1.5
78 344 7 -1.5
78 344 8 -1.5
78 344 9 -1.5
78 344 10 -1.5
78 344 11 -1.5
78 344 12 -1.6
78 344 13 -1.6
78 344 14 -1.6
78 344 15 -1.6
78 344 16 -1.6
78 344 17 -1.6
78 344 18 -1.6
78 344 19 -1.6
78 344 20 -1.6
78 344 21 -1.6
78 344 22 -1.6
78 344 23 -1.6
78 345 0 -1.6
78 345 1 -1.6
78 345 2 -1.6
78 345 3 -1.6
78 345 4 -1.6
78 345 5 -1.6
78 345 6 -1.6
78 345 7 -1.6
78 345 8 -1.6
78 345 9 -1.6
78 345 10 -1.6
78 345 11 -1.6
78 345 12 -1.7
78 345 13 -1.7
78 345 14 -1.7
78 345 15 -1.7
78 345 16 -1.7
78 345 17 -1.7
78 345 18 -1.7
78 345 19 -1.7
78 345 20 -1.7
78 345 21 -1.7
78 345 22 -1.7
78 345 23 -1.7
78 346 0 -1.7
78 346 1 -1.7
78 346 2 -1.7
78 346 3 -1.7
78 346 4 -1.7
78 346 5 -1.7
78 346 6 -1.7
78 346 7 -1.7
78 346 8 -1.7
78 346 9 -1.7
78 346 10 -1.7
78 346 11 -1.7
78 346 12 -1.8
78 346 13 -1.8
78 346 14 -1.8
78 346 15 -1.8
78 346 16 -1.8
78 346 17 -1.8
78 346 18 -1.8
78 346 19 -1.8
78 346 20 -1.8
78 346 21 -1.8
78 346 22 -1.8
78 346 23 -1.8
78 347 0 -1.8
78 347 1 -1.8
78 347 2 -1.8
78 347 3 -1.8
78 347 4 -1.8
78 347 5 -1.8
78 347 6 -1.8
78 347 7 -1.8
78 347 8 -1.8
78 347 9 -1.8
78 347 10 -1.8
78 347 11 -1.8
78 347 12 -1.8
78 347 13 -1.8
78 347 14 -1.8
78 347 15 -1.8
78 347 16 -1.8
78 347 17 -1.8
78 347 18 -1.8
78 347 19 -1.8
78 347 20 -1.8
78 347 21 -1.8
78 347 22 -1.8
78 347 23 -1.8
78 348 0 -1.8
78 348 1 -1.8
78 348 2 -1.8
78 348 3 -1.8
78 348 4 -1.8
78 348 5 -1.8
78 348 6 -1.8
78 348 7 -1.8
78 348 8 -1.8
78 348 9 -1.8
78 348 10 -1.8
78 348 11 -1.8
78 348 12 -1.9
78 348 13 -1.9
78 348 14 -1.9
78 348 15 -1.9
78 348 16 -1.9
78 348 17 -1.9
78 348 18 -1.9
78 348 19 -1.9
78 348 20 -1.9
78 348 21 -1.9
78 348 22 -1.9
78 348 23 -1.9
78 349 0 -1.9
78 349 1 -1.9
78 349 2 -1.9
78 349 3 -1.9
78 349 4 -1.9
78 349 5 -1.9
78 349 6 -1.9
78 349 7 -1.9
78 349 8 -1.9
78 349 9 -1.9
78 349 10 -1.9
78 349 11 -1.9
78 349 12 -2.0
78 349 13 -2.0
78 349 14 -2.0
78 349 15 -2.0
78 349 16 -2.0
78 349 17 -2.0
78 349 18 -2.0
78 349 19 -2.0
78 349 20 -2.0
78 349 21 -2.0
78 349 22 -2.0
78 349 23 -2.0
78 350 0 -2.0
78 350 1 -2.0
78 350 2 -2.0
78 350 3 -2.0
78 350 4 -2.0
78 350 5 -2.0
78 350 6 -2.0
78 350 7 -2.0
78 350 8 -2.0
78 350 9 -2.0
78 350 10 -2.0
78 350 11 -2.0
78 350 12 -2.1
78 350 13 -2.1
78 350 14 -2.1
78 350 15 -2.1
78 350 16 -2.1
78 350 17 -2.1
78 350 18 -2.1
78 350 19 -2.1
78 350 20 -2.1
78 350 21 -2.1
78 350 22 -2.1
78 350 23 -2.1
78 351 0 -2.1
78 351 1 -2.1
78 351 2 -2.1
78 351 3 -2.1
78 351 4 -2.1
78 351 5 -2.1
78 351 6 -2.1
78 351 7 -2.1
78 351 8 -2.1
78 351 9 -2.1
78 351 10 -2.1
78 351 11 -2.1
78 351 12 -2.2
78 351 13 -2.2
78 351 14 -2.2
78 351 15 -2.2
78 351 16 -2.2
78 351 17 -2.2
78 351 18 -2.2
78 351 19 -2.2
78 351 20 -2.2
78 351 21 -2.2
78 351 22 -2.2
78 351 23 -2.2
78 352 0 -2.2
78 352 1 -2.2
78 352 2 -2.2
78 352 3 -2.2
78 352 4 -2.2
78 352 5 -2.2
78 352 6 -2.2
78 352 7 -2.2
78 352 8 -2.2
78 352 9 -2.2
78 352 10 -2.2
78 352 11 -2.2
78 352 12 -2.3
78 352 13 -2.3
78 352 14 -2.3
78 352 15 -2.3
78 352 16 -2.3
78 352 17 -2.3
78 352 18 -2.3
78 352 19 -2.3
78 352 20 -2.3
78 352 21 -2.3
78 352 22 -2.3
78 352 23 -2.3
78 353 0 -2.3
78 353 1 -2.3
78 353 2 -2.3
78 353 3 -2.3
78 353 4 -2.3
78 353 5 -2.3
78 353 6 -2.3
78 353 7 -2.3
78 353 8 -2.3
78 353 9 -2.3
78 353 10 -2.3
78 353 11 -2.3
78 353 12 -2.4
78 353 13 -2.4
78 353 14 -2.4
78 353 15 -2.4
78 353 16 -2.4
78 353 17 -2.4
78 353 18 -2.4
78 353 19 -2.4
78 353 20 -2.4
78 353 21 -2.4
78 353 22 -2.4
78 353 23 -2.4
78 354 0 -2.4
78 354 1 -2.4
78 354 2 -2.4
78 354 3 -2.4
78 354 4 -2.4
78 354 5 -2.4
78 354 6 -2.4
78 354 7 -2.4
78 354 8 -2.4
78 354 9 -2.4
78 354 10 -2.4
78 354 11 -2.4
78 354 12 -2.5
78 354 13 -2.5
78 354 14 -2.5
78 354 15 -2.5
78 354 16 -2.5
78 354 17 -2.5
78 354 18 -2.5
78 354 19 -2.5
78 354 20 -2.5
78 354 21 -2.5
78 354 22 -2.5
78 354 23 -2.5
78 355 0 -2.5
78 355 1 -2.5
78 355 2 -2.5
78 355 3 -2.5
78 355 4 -2.5
78 355 5 -2.5
78 355 6 -2.5
78 355 7 -2.5
78 355 8 -2.5
78 355 9 -2.5
78 355 10 -2.5
78 355 11 -2.5
78 355 12 -2.6
78 355 13 -2.6
78 355 14 -2.6
78 355 15 -2.6
78 355 16 -2.6
78 355 17 -2.6
78 355 18 -2.6
78 355 19 -2.6
78 355 20 -2.6
78 355 21 -2.6
78 355 22 -2.6
78 355 23 -2.6
78 356 0 -2.6
78 356 1 -2.6
78 356 2 -2.6
78 356 3 -2.6
78 356 4 -2.6
78 356 5 -2.6
78 356 6 -2.6
78 356 7 -2.6
78 356 8 -2.6
78 356 9 -2.6
78 356 10 -2.6
78 356 11 -2.6
78 356 12 -2.6
78 356 13 -2.6
78 356 14 -2.6
78 356 15 -2.6
78 356 16 -2.6
78 356 17 -2.6
78 356 18 -2.6
78 356 19 -2.6
78 356 20 -2.6
78 356 21 -2.6
78 356 22 -2.6
78 356 23 -2.6
78 357 0 -2.6
78 357 1 -2.6
78 357 2 -2.6
78 357 3 -2.6
78 357 4 -2.6
78 357 5 -2.6
78 357 6 -2.6
78 357 7 -2.6
78 357 8 -2.6
78 357 9 -2.6
78 357 10 -2.6
78 357 11 -2.6
